ID number,Biggest_Challenge,Inflation_Challenge,Unemployment_Challenge,NHS_Challenge,Education_Challenge,Security_Challenge,Tax_Challenge,Crime_Challenge,ClimateChange_Challenge,Energy_Challenge,Energy_thought,Renewable_thought,Lights_on,Boil_kettle,Wash_clothes,Room_temp,Heat_on,Glazing,Biomass_boiler,Air_source_heat_pump,Ground_source_heat_pump,Solar_thermal,Rep_old_boiler,Smart_meter,Electric_car,Renew_Econ_benefit,Renew_energy_dev,Renew_energy_dev_comm,Support_wind_onshore,Support_biomass,Support_wind_offshore,Support_waveTidal,Support_solar,Nuclear_ClimateChange,Nuclear_afford_energy,Nuclear_Economic,Nuclear_benefit_risk,CCS,Energy_Bill_cost,Food_Cost,Transport_costs,Mortgage_Rent_costs,ClimChange_concerns,ClimChange_cause,Future_energy_price,Future_power_cuts,Future_fossilfuel_supply,Future_energy_dependence,Future_altEnergy_invest,Future_altEnergy_dev,Energy_source_mix,Property_type ,Heating_method_prim,Number_Adults,Number_people,Children,Gender,Tenure ,Working_status,Age,Area,Income
1580,Level of taxation,No,Yes,Yes,No,No,Yes,No,No,No,A fair amount,Support,Quite often ,Never,Always ,Occasionally,Never,No,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,No - I have never heard of them,I have never heard of electric cars or vans,Slightly agree,Neither agree nor disagree,Slightly agree,Support,Support,Support,Support,Support,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits far outweigh the risks,Never heard of it ,Not very worried,Not very worried,Fairly worried,Not very worried,Very concerned,Climate change is mainly caused by human activity,Very concerned,Not very concerned,Very concerned,Very concerned,Fairly concerned,Fairly concerned,Slightly agree,Terrace Property,Gas,2,5,Child,Female,Rented from private landlord,Part time,25-34,Urban,35000
1581,Unemployment,No,Yes,No,No,No,No,Yes,No,Yes,None at all,Support,Very often,Never,Never,Never,Occasionally,No,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Already done\ have this ,No - I have never heard of them,Don't know,Slightly agree,Neither agree nor disagree,Slightly agree,Oppose ,Support,Oppose ,Oppose ,Support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits slightly outweigh the risks ,Never heard of it ,Not very worried,Not very worried,Not at all worried,Not very worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Not at all concerned,Not at all concerned,Not very concerned,Fairly concerned,Not very concerned,Not very concerned,Neither agree nor disagree,Semi Detached Property,Gas,2,2,No child,Male,Rented from local authority,Retired,65,Urban,15999
1582,Unemployment,Yes,Yes,No,No,No,No,Yes,No,No,Not very much,Support,Very often,Very often,Very often,Never,Very often,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly agree,Slightly disagree,Slightly agree,Neither support nor oppose,Neither support nor oppose,Support,Neither support nor oppose,Strongly support,Slightly agree,Slightly agree,Slightly agree,The benefits slightly outweigh the risks ,Never heard of it ,Not very worried,Not very worried,Not very worried,Not at all worried,Not very concerned,Climate change is mainly caused by human activity,Very concerned,Not very concerned,Not at all concerned,Not at all concerned,Not very concerned,Not at all concerned,Neither agree nor disagree,Flat or Maisonette,Electric,1,1,No child,Male,Rented from local authority,Not working not looking,16-24,Urban,15999
1583,National Health Service,Yes,Yes,Yes,No,No,No,No,No,No,None at all,Strongly support,Always ,Never,Never,Never,Never,Yes,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Haven't heard of this ,Haven't heard of this,No - I have never heard of them,I haven't really thought about buying an electric car or van,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Support,Neither support nor oppose,Support,Support,Neither support nor oppose,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Not very worried,Very worried,Not very worried,Not very worried,Not very concerned,Climate change is mainly caused by human activity,Fairly concerned,Not very concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Neither agree nor disagree,Flat or Maisonette,Gas,1,1,No child,Female,Rented from local authority,Retired,65,Rural,20000
1584,Level of taxation,No,No,No,No,No,Yes,Yes,No,No,A fair amount,Support,Always ,Quite often ,Occasionally,Always ,Always ,No,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Haven't heard of this ,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,No - I have never heard of them,"I am thinking about buying an electric car or van, but I haven't thought about when I will buy it",Slightly agree,Strongly agree,Neither agree nor disagree,Neither support nor oppose,Neither support nor oppose,Support,Support,Support,Neither agree nor disagree,Slightly disagree,Slightly agree,The benefits and risks are about the same,Never heard of it ,Not very worried,Not very worried,Not very worried,Not very worried,Fairly concerned,Climate change is entirely caused by natural processes,Fairly concerned,Not very concerned,Not at all concerned,Not very concerned,Not very concerned,Not very concerned,Neither agree nor disagree,Terrace Property,Gas,4,4,No child,Male,Rented from private landlord,Part time,16-24,Urban,15999
1585,Don't know,No,No,No,No,No,No,No,No,No,Don't know,Don't know,Never,Never,Quite often ,Always ,Don't know,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Haven't heard of this ,Haven't heard of this,No - I have never heard of them,I have never heard of electric cars or vans,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Don't know,Never heard of it ,Not very worried,Not very worried,Not very worried,Not very worried,Not very concerned,Climate change is entirely caused by human activity,Not very concerned,Not very concerned,Fairly concerned,Not very concerned,Fairly concerned,Fairly concerned,Neither agree nor disagree,Semi Detached Property,Gas,1,1,No child,Male,Rented from private landlord,Full time,35-44,Urban,15999
1586,Unemployment,No,Yes,No,No,No,Yes,Yes,No,No,A fair amount,Neither support nor oppose,Never,Never,Occasionally,Quite often ,Never,No,Haven't heard of this,Haven't heard of this ,Haven't thought about doing this ,Haven't thought about doing this ,Haven't thought about doing this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly disagree,Slightly agree,Slightly disagree,Neither support nor oppose,Support,Oppose ,Oppose ,Support,Neither agree nor disagree,Slightly agree,Slightly agree,The benefits and risks are about the same,Never heard of it ,Not very worried,Not at all worried,Fairly worried,Not very worried,Not very concerned,Climate change is mainly caused by human activity,Fairly concerned,Very concerned,Very concerned,Very concerned,Fairly concerned,Fairly concerned,Slightly agree,Flat or Maisonette,Gas,4,4,No child,Male,Rented from local authority,Full time,16-24,Urban,NA
1587,Inflation\rising prices,Yes,Yes,No,No,No,No,Yes,No,No,A fair amount,Support,Always ,Quite often ,Occasionally,Quite often ,Never,No,Don't want to\probably won't do this ,Haven't heard of this ,Haven't heard of this ,Haven't heard of this ,Already done\ have this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly agree,Slightly agree,Slightly agree,Support,Support,Support,Support,Support,Slightly disagree,Slightly disagree,Slightly disagree,The benefits slightly outweigh the risks ,Never heard of it ,Not very worried,Fairly worried,Fairly worried,Fairly worried,Not very concerned,Climate change is mainly caused by natural processes,Very concerned,Very concerned,Fairly concerned,Very concerned,Fairly concerned,Fairly concerned,Slightly agree,Flat or Maisonette,Gas,1,1,No child,Male,Rented from local authority,Not working Looking,45-54,Urban,15999
1588,Unemployment,No,Yes,Yes,No,Yes,No,No,No,No,None at all,Support,Always ,Very often,Always ,Never,Never,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Haven't heard of this ,Already done\ have this ,No - I have never heard of them,I have never heard of electric cars or vans,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Support,Support,Support,Neither support nor oppose,Support,Slightly disagree,Slightly disagree,Slightly disagree,The risks far outweigh the benefits ,Never heard of it ,Not very worried,Very worried,Very worried,Not at all worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Not at all concerned,Very concerned,Very concerned,Very concerned,Very concerned,Slightly agree,Flat or Maisonette,Gas,1,3,Child,Female,Rented from local authority,Not working Looking,35-44,Urban,NA
1589,National Health Service,No,No,Yes,No,No,No,No,Yes,Yes,A lot,Neither support nor oppose,Never,Never,Always ,Always ,Never,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Thinking about doing this,Already done\ have this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly support,Neither support nor oppose,Strongly support,Strongly support,Strongly support,Strongly disagree,Strongly disagree,Strongly disagree,The risks far outweigh the benefits ,Never heard of it ,Not very worried,Not very worried,Not very worried,Not at all worried,Not very concerned,Climate change is mainly caused by natural processes,Fairly concerned,Very concerned,Not at all concerned,Not at all concerned,Not at all concerned,Fairly concerned,Slightly agree,Terrace Property,Gas,1,1,No child,Female,Rented from local authority,Not working not looking,45-54,Urban,15999
1590,National Health Service,No,Yes,Yes,Yes,No,No,No,No,No,A fair amount,Support,Never,Occasionally,Occasionally,Very often,Occasionally,No,Haven't thought about doing this ,Haven't thought about doing this,Haven't thought about doing this ,Haven't thought about doing this ,Haven't thought about doing this ,No - I have never heard of them,I am thinking about buying an electric car or van quite soon,Strongly agree,Strongly agree,Strongly agree,Neither support nor oppose,Neither support nor oppose,Oppose ,Neither support nor oppose,Neither support nor oppose,Slightly agree,Slightly agree,Slightly agree,Don't know,Never heard of it ,Not very worried,Not at all worried,Not very worried,Not very worried,Fairly concerned,I don't think there is such a thing as climate change,Not very concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Slightly agree,Terrace Property,Gas,3,3,No child,Female,Rented from local authority,Not working Looking,45-54,Urban,20000
1591,Inflation\rising prices,Yes,No,Yes,No,No,No,Yes,No,No,A fair amount,Support,Never,Occasionally,Quite often ,Very often,Occasionally,Yes,Haven't thought about doing this ,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly agree,Slightly agree,Slightly agree,Neither support nor oppose,Support,Neither support nor oppose,Support,Support,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,The benefits and risks are about the same,Never heard of it ,Not very worried,Not very worried,Not at all worried,Not very worried,Not very concerned,Climate change is partly caused by natural processes and partly caused by human activity,Not very concerned,Don't know,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Slightly agree,Semi Detached Property,Electric,1,1,No child,Female,Owned outright by household,Retired,65,Urban,NA
